"Step","cos_sim 0.85 - test/test_accuracy","cos_sim 0.85 - test/test_accuracy__MIN","cos_sim 0.85 - test/test_accuracy__MAX","cos_sim 0.85 - test/test_loss","cos_sim 0.85 - test/test_loss__MIN","cos_sim 0.85 - test/test_loss__MAX","cos_sim 0.85 - test/test_adj_density","cos_sim 0.85 - test/test_adj_density__MIN","cos_sim 0.85 - test/test_adj_density__MAX","pearson corr 0.7 - test/test_accuracy","pearson corr 0.7 - test/test_accuracy__MIN","pearson corr 0.7 - test/test_accuracy__MAX","pearson corr 0.7 - test/test_loss","pearson corr 0.7 - test/test_loss__MIN","pearson corr 0.7 - test/test_loss__MAX","pearson corr 0.7 - test/test_adj_density","pearson corr 0.7 - test/test_adj_density__MIN","pearson corr 0.7 - test/test_adj_density__MAX","pearson corr 0.3 - test/test_accuracy","pearson corr 0.3 - test/test_accuracy__MIN","pearson corr 0.3 - test/test_accuracy__MAX","pearson corr 0.3 - test/test_loss","pearson corr 0.3 - test/test_loss__MIN","pearson corr 0.3 - test/test_loss__MAX","pearson corr 0.3 - test/test_adj_density","pearson corr 0.3 - test/test_adj_density__MIN","pearson corr 0.3 - test/test_adj_density__MAX","l2 2 - test/test_accuracy","l2 2 - test/test_accuracy__MIN","l2 2 - test/test_accuracy__MAX","l2 2 - test/test_loss","l2 2 - test/test_loss__MIN","l2 2 - test/test_loss__MAX","l2 2 - test/test_adj_density","l2 2 - test/test_adj_density__MIN","l2 2 - test/test_adj_density__MAX","l2 6 - test/test_accuracy","l2 6 - test/test_accuracy__MIN","l2 6 - test/test_accuracy__MAX","l2 6 - test/test_loss","l2 6 - test/test_loss__MIN","l2 6 - test/test_loss__MAX","l2 6 - test/test_adj_density","l2 6 - test/test_adj_density__MIN","l2 6 - test/test_adj_density__MAX","cos_sim 0.7 - test/test_accuracy","cos_sim 0.7 - test/test_accuracy__MIN","cos_sim 0.7 - test/test_accuracy__MAX","cos_sim 0.7 - test/test_loss","cos_sim 0.7 - test/test_loss__MIN","cos_sim 0.7 - test/test_loss__MAX","cos_sim 0.7 - test/test_adj_density","cos_sim 0.7 - test/test_adj_density__MIN","cos_sim 0.7 - test/test_adj_density__MAX","l2 15 - test/test_accuracy","l2 15 - test/test_accuracy__MIN","l2 15 - test/test_accuracy__MAX","l2 15 - test/test_loss","l2 15 - test/test_loss__MIN","l2 15 - test/test_loss__MAX","l2 15 - test/test_adj_density","l2 15 - test/test_adj_density__MIN","l2 15 - test/test_adj_density__MAX","pearson corr 0.1 - test/test_accuracy","pearson corr 0.1 - test/test_accuracy__MIN","pearson corr 0.1 - test/test_accuracy__MAX","pearson corr 0.1 - test/test_loss","pearson corr 0.1 - test/test_loss__MIN","pearson corr 0.1 - test/test_loss__MAX","pearson corr 0.1 - test/test_adj_density","pearson corr 0.1 - test/test_adj_density__MIN","pearson corr 0.1 - test/test_adj_density__MAX","cos_sim 0.6 - test/test_accuracy","cos_sim 0.6 - test/test_accuracy__MIN","cos_sim 0.6 - test/test_accuracy__MAX","cos_sim 0.6 - test/test_loss","cos_sim 0.6 - test/test_loss__MIN","cos_sim 0.6 - test/test_loss__MAX","cos_sim 0.6 - test/test_adj_density","cos_sim 0.6 - test/test_adj_density__MIN","cos_sim 0.6 - test/test_adj_density__MAX"
"30","0.7405555555555555","0.7405555555555555","0.7405555555555555","0.812182531817585","0.812182531817585","0.812182531817585","0.042345412234042555","0.042345412234042555","0.042345412234042555","0.7393333333333333","0.7393333333333333","0.7393333333333333","0.8301833526409687","0.8301833526409687","0.8301833526409687","0.039727393617021274","0.039727393617021274","0.039727393617021274","0.7348888888888889","0.7348888888888889","0.7348888888888889","0.8553540790387502","0.8553540790387502","0.8553540790387502","0.18918993794326242","0.18918993794326242","0.18918993794326242","0.7284444444444444","0.7284444444444444","0.7284444444444444","0.8453245369572167","0.8453245369572167","0.8453245369572167","0.06316489361702128","0.06316489361702128","0.06316489361702128","0.7276666666666667","0.7276666666666667","0.7276666666666667","0.8579748728649413","0.8579748728649413","0.8579748728649413","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7321111111111112","0.7321111111111112","0.7321111111111112","0.8872858418006424","0.8872858418006424","0.8872858418006424","0.19822140957446807","0.19822140957446807","0.19822140957446807","0.7034444444444444","0.7034444444444444","0.7034444444444444","0.9977256707477231","0.9977256707477231","0.9977256707477231","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7146666666666667","0.7146666666666667","0.7146666666666667","0.9180748736921777","0.9180748736921777","0.9180748736921777","0.45374833776595747","0.45374833776595747","0.45374833776595747","0.5453333333333333","0.5453333333333333","0.5453333333333333","1.9101152200225398","1.9101152200225398","1.9101152200225398","0.5173080119680851","0.5173080119680851","0.5173080119680851"
"33","0.7411111111111112","0.7411111111111112","0.7411111111111112","0.8084885599025597","0.8084885599025597","0.8084885599025597","0.0417220744680851","0.0417220744680851","0.0417220744680851","0.7317777777777777","0.7317777777777777","0.7317777777777777","0.8333319478952292","0.8333319478952292","0.8333319478952292","0.03956117021276596","0.03956117021276596","0.03956117021276596","0.7351111111111112","0.7351111111111112","0.7351111111111112","0.8262382720379119","0.8262382720379119","0.8262382720379119","0.1915586214539007","0.1915586214539007","0.1915586214539007","0.7314444444444445","0.7314444444444445","0.7314444444444445","0.8134756028546509","0.8134756028546509","0.8134756028546509","0.06316489361702128","0.06316489361702128","0.06316489361702128","0.7237777777777777","0.7237777777777777","0.7237777777777777","0.8679157284134669","0.8679157284134669","0.8679157284134669","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7262222222222222","0.7262222222222222","0.7262222222222222","0.8832135651762604","0.8832135651762604","0.8832135651762604","0.20334663120567376","0.20334663120567376","0.20334663120567376","0.6941111111111111","0.6941111111111111","0.6941111111111111","1.0025101013428777","1.0025101013428777","1.0025101013428777","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.6985555555555556","0.6985555555555556","0.6985555555555556","0.9251116084080215","0.9251116084080215","0.9251116084080215","0.44620595079787234","0.44620595079787234","0.44620595079787234","0.49866666666666665","0.49866666666666665","0.49866666666666665","2.2242405469535935","2.2242405469535935","2.2242405469535935","0.5340619459219859","0.5340619459219859","0.5340619459219859"
"36","0.7451111111111111","0.7451111111111111","0.7451111111111111","0.7899732011112761","0.7899732011112761","0.7899732011112761","0.04416001773049645","0.04416001773049645","0.04416001773049645","0.7422222222222222","0.7422222222222222","0.7422222222222222","0.8005072791525658","0.8005072791525658","0.8005072791525658","0.04038536125886525","0.04038536125886525","0.04038536125886525","0.7367777777777778","0.7367777777777778","0.7367777777777778","0.8269305610699011","0.8269305610699011","0.8269305610699011","0.1936433399822695","0.1936433399822695","0.1936433399822695","0.7372222222222222","0.7372222222222222","0.7372222222222222","0.8070725087367051","0.8070725087367051","0.8070725087367051","0.06316489361702128","0.06316489361702128","0.06316489361702128","0.7278888888888889","0.7278888888888889","0.7278888888888889","0.8363099277336546","0.8363099277336546","0.8363099277336546","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7308888888888889","0.7308888888888889","0.7308888888888889","0.8669508478425919","0.8669508478425919","0.8669508478425919","0.20123420877659576","0.20123420877659576","0.20123420877659576","0.7025555555555556","0.7025555555555556","0.7025555555555556","0.9243058012732377","0.9243058012732377","0.9243058012732377","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7202222222222222","0.7202222222222222","0.7202222222222222","0.8670044003966006","0.8670044003966006","0.8670044003966006","0.44786125886524825","0.44786125886524825","0.44786125886524825","0.5371111111111111","0.5371111111111111","0.5371111111111111","2.0926319085959846","2.0926319085959846","2.0926319085959846","0.5211034463652482","0.5211034463652482","0.5211034463652482"
"39","0.7485555555555555","0.7485555555555555","0.7485555555555555","0.753331978640235","0.753331978640235","0.753331978640235","0.04291334219858156","0.04291334219858156","0.04291334219858156","0.7427777777777778","0.7427777777777778","0.7427777777777778","0.7726667249667729","0.7726667249667729","0.7726667249667729","0.039374168882978726","0.039374168882978726","0.039374168882978726","0.7432222222222222","0.7432222222222222","0.7432222222222222","0.7755212343119561","0.7755212343119561","0.7755212343119561","0.18424479166666666","0.18424479166666666","0.18424479166666666","0.7416666666666667","0.7416666666666667","0.7416666666666667","0.7798541045569359","0.7798541045569359","0.7798541045569359","0.06316489361702128","0.06316489361702128","0.06316489361702128","0.7304444444444445","0.7304444444444445","0.7304444444444445","0.8119174558008816","0.8119174558008816","0.8119174558008816","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7377777777777778","0.7377777777777778","0.7377777777777778","0.832466721640411","0.832466721640411","0.832466721640411","0.1983599290780142","0.1983599290780142","0.1983599290780142","0.7206666666666667","0.7206666666666667","0.7206666666666667","0.9018064778535924","0.9018064778535924","0.9018064778535924","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7192222222222222","0.7192222222222222","0.7192222222222222","0.8308319366992788","0.8308319366992788","0.8308319366992788","0.44136469414893614","0.44136469414893614","0.44136469414893614","0.5611111111111111","0.5611111111111111","0.5611111111111111","1.828144685596439","1.828144685596439","1.828144685596439","0.5195451019503546","0.5195451019503546","0.5195451019503546"
"42","0.7514444444444445","0.7514444444444445","0.7514444444444445","0.7526912784322779","0.7526912784322779","0.7526912784322779","0.04275404476950355","0.04275404476950355","0.04275404476950355","0.7462222222222222","0.7462222222222222","0.7462222222222222","0.7800473047169387","0.7800473047169387","0.7800473047169387","0.039602726063829786","0.039602726063829786","0.039602726063829786","0.7441111111111111","0.7441111111111111","0.7441111111111111","0.7944454374254173","0.7944454374254173","0.7944454374254173","0.18779781693262412","0.18779781693262412","0.18779781693262412","0.7432222222222222","0.7432222222222222","0.7432222222222222","0.7961417422332662","0.7961417422332662","0.7961417422332662","0.06316489361702128","0.06316489361702128","0.06316489361702128","0.7288888888888889","0.7288888888888889","0.7288888888888889","0.8121627434982476","0.8121627434982476","0.8121627434982476","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7366666666666667","0.7366666666666667","0.7366666666666667","0.8268397988368433","0.8268397988368433","0.8268397988368433","0.20768229166666666","0.20768229166666666","0.20768229166666666","0.7221111111111111","0.7221111111111111","0.7221111111111111","0.8893412345267356","0.8893412345267356","0.8893412345267356","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.724","0.724","0.724","0.8406197586565787","0.8406197586565787","0.8406197586565787","0.4497728280141844","0.4497728280141844","0.4497728280141844","0.6123333333333333","0.6123333333333333","0.6123333333333333","1.5155329351306808","1.5155329351306808","1.5155329351306808","0.5387646830673759","0.5387646830673759","0.5387646830673759"
"45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.739","0.739","0.739","0.7862837949490293","0.7862837949490293","0.7862837949490293","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7396666666666667","0.7396666666666667","0.7396666666666667","0.8257598029911941","0.8257598029911941","0.8257598029911941","0.1973972185283688","0.1973972185283688","0.1973972185283688","0.7142222222222222","0.7142222222222222","0.7142222222222222","0.8991573275403774","0.8991573275403774","0.8991573275403774","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7257777777777777","0.7257777777777777","0.7257777777777777","0.8212633062920249","0.8212633062920249","0.8212633062920249","0.4408036901595745","0.4408036901595745","0.4408036901595745","0.6018888888888889","0.6018888888888889","0.6018888888888889","1.7407011136095574","1.7407011136095574","1.7407011136095574","0.5092946586879432","0.5092946586879432","0.5092946586879432"
"48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7211111111111111","0.7211111111111111","0.7211111111111111","0.8659482167122212","0.8659482167122212","0.8659482167122212","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7321111111111112","0.7321111111111112","0.7321111111111112","0.8752864560125567","0.8752864560125567","0.8752864560125567","0.20478030806737588","0.20478030806737588","0.20478030806737588","0.6968888888888889","0.6968888888888889","0.6968888888888889","0.98983681423867","0.98983681423867","0.98983681423867","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7151111111111111","0.7151111111111111","0.7151111111111111","0.9143895815450249","0.9143895815450249","0.9143895815450249","0.46989971187943264","0.46989971187943264","0.46989971187943264","0.6317777777777778","0.6317777777777778","0.6317777777777778","1.3775751098250666","1.3775751098250666","1.3775751098250666","0.5285765735815603","0.5285765735815603","0.5285765735815603"
"51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7326666666666667","0.7326666666666667","0.7326666666666667","0.8443409737120283","0.8443409737120283","0.8443409737120283","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7381111111111112","0.7381111111111112","0.7381111111111112","0.8843002373233755","0.8843002373233755","0.8843002373233755","0.19096991356382978","0.19096991356382978","0.19096991356382978","0.7128888888888889","0.7128888888888889","0.7128888888888889","0.9346145832158149","0.9346145832158149","0.9346145832158149","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7236666666666667","0.7236666666666667","0.7236666666666667","0.8922163248062134","0.8922163248062134","0.8922163248062134","0.43548454122340424","0.43548454122340424","0.43548454122340424","0.6524444444444445","0.6524444444444445","0.6524444444444445","1.3066076618348452","1.3066076618348452","1.3066076618348452","0.505381482712766","0.505381482712766","0.505381482712766"
"54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7315555555555555","0.7315555555555555","0.7315555555555555","0.8431969403375125","0.8431969403375125","0.8431969403375125","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7327777777777778","0.7327777777777778","0.7327777777777778","0.8829332460114296","0.8829332460114296","0.8829332460114296","0.20217614140070922","0.20217614140070922","0.20217614140070922","0.7098888888888889","0.7098888888888889","0.7098888888888889","0.9594837668622639","0.9594837668622639","0.9594837668622639","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7221111111111111","0.7221111111111111","0.7221111111111111","0.8844533535182899","0.8844533535182899","0.8844533535182899","0.4608128324468085","0.4608128324468085","0.4608128324468085","0.6565555555555556","0.6565555555555556","0.6565555555555556","1.2934744850540838","1.2934744850540838","1.2934744850540838","0.5305296985815603","0.5305296985815603","0.5305296985815603"
"57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7326666666666667","0.7326666666666667","0.7326666666666667","0.8266447014208381","0.8266447014208381","0.8266447014208381","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7324444444444445","0.7324444444444445","0.7324444444444445","0.8763837908388029","0.8763837908388029","0.8763837908388029","0.2020306959219858","0.2020306959219858","0.2020306959219858","0.711","0.711","0.711","0.931731659681239","0.931731659681239","0.931731659681239","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.72","0.72","0.72","0.8741291407363635","0.8741291407363635","0.8741291407363635","0.443359375","0.443359375","0.443359375","0.6155555555555555","0.6155555555555555","0.6155555555555555","1.5387213774395327","1.5387213774395327","1.5387213774395327","0.52618711214539","0.52618711214539","0.52618711214539"
"60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7366666666666667","0.7366666666666667","0.7366666666666667","0.8316838470756585","0.8316838470756585","0.8316838470756585","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7325555555555555","0.7325555555555555","0.7325555555555555","0.8646669492970968","0.8646669492970968","0.8646669492970968","0.1909906914893617","0.1909906914893617","0.1909906914893617","0.7098888888888889","0.7098888888888889","0.7098888888888889","0.9586344782976394","0.9586344782976394","0.9586344782976394","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.725","0.725","0.725","0.861002967025794","0.861002967025794","0.861002967025794","0.446039727393617","0.446039727393617","0.446039727393617","0.6547777777777778","0.6547777777777778","0.6547777777777778","1.2907045422293615","1.2907045422293615","1.2907045422293615","0.5207779255319149","0.5207779255319149","0.5207779255319149"
"63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.729","0.729","0.729","0.8707186435448363","0.8707186435448363","0.8707186435448363","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7324444444444445","0.7324444444444445","0.7324444444444445","0.8696648843110876","0.8696648843110876","0.8696648843110876","0.19500775709219859","0.19500775709219859","0.19500775709219859","0.7014444444444444","0.7014444444444444","0.7014444444444444","0.96410726042504","0.96410726042504","0.96410726042504","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.7257777777777777","0.7257777777777777","0.7257777777777777","0.8869798104179666","0.8869798104179666","0.8869798104179666","0.45555601728723405","0.45555601728723405","0.45555601728723405","0.6206666666666667","0.6206666666666667","0.6206666666666667","1.4496924927894106","1.4496924927894106","1.4496924927894106","0.5152371453900709","0.5152371453900709","0.5152371453900709"
"66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7386666666666667","0.7386666666666667","0.7386666666666667","0.8158116728490126","0.8158116728490126","0.8158116728490126","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7373333333333333","0.7373333333333333","0.7373333333333333","0.8498766420422293","0.8498766420422293","0.8498766420422293","0.19651069370567376","0.19651069370567376","0.19651069370567376","0.722","0.722","0.722","0.8963349831442461","0.8963349831442461","0.8963349831442461","0.4706338652482269","0.4706338652482269","0.4706338652482269","0.734","0.734","0.734","0.833242304358922","0.833242304358922","0.833242304358922","0.44380956338652483","0.44380956338652483","0.44380956338652483","0.6383333333333333","0.6383333333333333","0.6383333333333333","1.4247146581715726","1.4247146581715726","1.4247146581715726","0.524504100177305","0.524504100177305","0.524504100177305"
"69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7274444444444444","0.7274444444444444","0.7274444444444444","0.8654880562783979","0.8654880562783979","0.8654880562783979","0.18949468085106383","0.18949468085106383","0.18949468085106383","0.7267777777777777","0.7267777777777777","0.7267777777777777","0.9239214958874047","0.9239214958874047","0.9239214958874047","0.20122035682624115","0.20122035682624115","0.20122035682624115","","","","","","","","","","0.7191111111111111","0.7191111111111111","0.7191111111111111","0.9231501243850018","0.9231501243850018","0.9231501243850018","0.452557070035461","0.452557070035461","0.452557070035461","0.6312222222222222","0.6312222222222222","0.6312222222222222","1.5083343445832003","1.5083343445832003","1.5083343445832003","0.5316378546099291","0.5316378546099291","0.5316378546099291"
"72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6313333333333333","0.6313333333333333","0.6313333333333333","1.5190113890678325","1.5190113890678325","1.5190113890678325","0.5157288896276596","0.5157288896276596","0.5157288896276596"
"75","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6522222222222223","0.6522222222222223","0.6522222222222223","1.3181680658607617","1.3181680658607617","1.3181680658607617","0.5203554410460993","0.5203554410460993","0.5203554410460993"
